id,observed_on,user_id,place_guess,latitude,longitude,place_town_name,scientific_name,field:location name,field:number of bees collected,field:oba collection method,field:oba collector id,field:sample id,field:trap installed,field:trap removed
12684995,5/21/2018,808137,"Independence, OR  97351, Independence, OR, US",44.73382688,-123.1492335,,Physocarpus capitatus,,6,net,RM,9,,
12712347,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13386572,-123.3730019,,Cichorioideae,"McMinnville, Gopher Valley",14,net,Mol,122,,
12712562,5/22/2018,792468,"Oregon, US",45.14469871,-123.2667321,,Lupinus rivularis,"McMinnville, Gopher Valley",1,net,Dto,16,,
12712759,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13370551,-123.3739013,,Bellis perennis,"McMinnvile, Gopher Valley",1,net,Dto,17,,
12712832,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1335217,-123.3738473,,Bellis perennis,"McMinnville, Gopher Valley",7,net,Mol,123,,
12713008,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13378142,-123.3741014,,Vicia,"McMinnville, Gopher Valley",1,net,Mol,124,,
12713102,5/22/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13426254,-123.374001,,Sidalcea campestris,gvr blvd,1,net,jt,22,,
12713515,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13520242,-123.3736532,,Crepis capillaris,"McMinnville, Gopher Valley",3,net,Dto,18,,
12714392,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13370402,-123.3731768,,Eschscholzia californica,"McMinnville, Gopher Valley",8,net,Mol,125,,
12714446,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13370087,-123.3732506,,Eschscholzia californica,"McMinnville, Gopher Valley",1,net,Dto,19,,
12714611,5/22/2018,792468,"Oregon, US",45.0565605,-123.2355122,,Lupinus rivularis,"McMinnville, Gopher Valley",5,net,Mol,126,,
12714878,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13388186,-123.373059,,Cerastium tomentosum,"McMinnville, Gopher Valley",2,net,Dto,20,,
12715285,5/22/2018,792468,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13378682,-123.3728709,,Dichelostemma congestum,"McMinnville, Gopher Valley",1,net,Mol,127,,
12718054,5/22/2018,792468,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38862124,-123.2639214,,Bellis perennis,"Yamhill, Turner Creek",3,net,Mol,128,,
12718124,5/22/2018,831425,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38847686,-123.2639032,,Bellis perennis,"Yamhill, turner creek",1,net,Pef,4,,
12718527,5/22/2018,792468,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38854232,-123.2640053,,Eriophyllum lanatum,"Yamhill, Turner Creek",2,net,Mol,129,,
12718533,5/22/2018,831425,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38838546,-123.2640768,,Eriophyllum lanatum,"Yamhill,turner creek",1,net,Pef,5,,
12718715,5/22/2018,792468,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.3884981,-123.2640753,,Cerastium tomentosum,"Yamhill, Turner Creek",1,net,Mol,130,,
12718930,5/22/2018,818691,"Skinner Butte Park, Eugene, OR, US",44.05935605,-123.0959847,,Claytonia sibirica,Skinner’s Butte,6,net,LD,18,,
12719063,5/22/2018,792468,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38854989,-123.2640319,,Sedum,"Yamhill, Turner Creek",4,net,Mol,131,,
12719507,5/22/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13433106,-123.3718442,,Claytonia,gvr e hill,1,net,jt,23,,
12719517,5/22/2018,792468,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38870822,-123.2644048,,Allium,"Yamhill, Turner Creek",2,net,Mol,132,,
12719557,5/22/2018,818691,"Skinner Butte Park, Eugene, OR, US",44.05922717,-123.0943825,,Hydrophyllum tenuipes,Skinner’s Butte,6,net,LD,19,,
12719604,5/22/2018,831425,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38877647,-123.2643592,,Allium,"Yamhill, turner creek",1,net,Pef,6,,
12719843,5/22/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13433601,-123.3719961,,Heracleum maximum,gvr e hill,1,net,jt,24,,
12720324,5/22/2018,831425,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38877974,-123.2644664,,Erysimum,"Yamhill, turner creek",1,net,Pef,7,,
12720381,5/22/2018,792468,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38873176,-123.2644788,,Verbenaceae,"Yamhill, Turmer Creek",1,net,Mol,133,,
12720497,5/22/2018,858490,"410-434 SE 9th St, Madras, OR 97741, USA",44.63029236,-121.1256339,,,"Madras, 434 SE 9th, front yard",0,nest block,hw,block 134,2018/05/14 9:36 PM UTC,
12720762,5/22/2018,831425,"23790 NW Turner Creek Rd, Yamhill, OR, US",45.38879726,-123.264508,,Heuchera,"Yamhill, turner creek",1,net,PEF,8,,
12720792,5/22/2018,858490,"850 NW Dogwood Ln, Madras, OR 97741, USA",44.6803137,-121.1499486,,,COARC garden,0,nest block,hw,block 11,2018-05-08T14:13:00-07:00,
12721138,5/22/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.13400023,-123.3723602,,Calochortus tolmiei,gvr e hill,2,net,jt,25,,
12721547,5/22/2018,816767,"17701 SW Gopher Valley Rd, Sheridan, OR, US",45.1338494,-123.3725276,,Dichelostemma congestum,gvr e hill,1,net,jt,26,,
12724936,5/22/2018,858490,"850 NW Dogwood Ln, Madras, OR 97741, USA",44.68037116,-121.149893,,,COARC Garden,0,nest block,hw,nesting tube,2018-05-08T14:17:00-07:00,
12727027,5/22/2018,792468,"Evergreen Aviation & Space Museum, McMinnville, OR, US",45.20413903,-123.1452399,,Bellis perennis,"McMinnville, Evergreen Space Museum",1,net,Mol,134,,
12727100,5/22/2018,792468,"Evergreen Aviation & Space Museum, McMinnville, OR, US",45.20488209,-123.1444388,,Trifolium repens,"McMinnville, Evergreen Space Museum",2,net,Mol,135,,
12729757,5/14/2018,384451,"Oregon, Scappoose, Community Center Garden",45.74953,-122.880649,,,"Oregon, Scappoose, Community center Garden",3,net,DRB,13,,
12729845,5/14/2018,384451,"Oregon, Scappoose, Community Center Garden",45.749503,-122.880446,,Eschscholzia californica,"Oregon, Scappoose, Community center Garden",2,net,DRB,14,,
12729945,5/14/2018,384451,"Oregon, Scappoose, Community Center Garden",45.749458,-122.880453,,,"Oregon, Scappoose, Community center Garden",1,net,DRB,15,,
12730179,5/17/2018,384451,"Columbia County, US-OR, US",45.864646,-122.818721,,Plectritis congesta congesta,"Oregon, St. Helens, OSU Extension",1,net,DRB,16,,
12737363,5/21/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Claytonia sibirica,,1,net,PW,46,,
12737391,5/21/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Lupinus oreganus,,2,net,PW,47,,
12737427,5/21/2018,793138,Rolling Hills Rd,44.759065,-123.232464,,Sanicula crassicaulis,,1,net,PW,48,,
12737748,5/22/2018,793138,"Benton County, US-OR, US",44.711711,-123.365616,,Poales,,1,net,PW,49,,
12737806,5/22/2018,793138,"Benton County, US-OR, US",44.711711,-123.365616,,Vicia sativa,,1,net,PW,50,,
12737821,5/22/2018,793138,"Benton County, US-OR, US",44.711711,-123.365616,,,,1,net,PW,51,,
12741585,5/21/2018,843723,"Deschutes Co, Bend, Tumalo",44.145744,-121.376487,,Lonicera tatarica,"Deschutes Co. Bend, Tumalo",6,net,RLP,36,,
12741713,5/21/2018,843723,"Deschutes Co, Bend, Tumalo",44.145744,-121.376487,,,"Bend, Tumalo",3,net,RLP,37,,
12741953,5/21/2018,843723,"Deschutes Co, Bend, Tumalo, Home",44.145698,-121.376487,,Rhus aromatica,"Bend, Tumalo, Pinehurst Rd.",1,net,RLP,38,,
12742284,5/22/2018,843723,"Deschutes Co., Northwest of Sisters 4 miles, on Hwy #20",44.317274,-121.579513,,,north west of Sisters,1,net,RLP,39,,
12742467,5/22/2018,843723,"Deschutes Co., Northwest of Sisters 4 miles, on Hwy #20",44.329163,-121.588359,,,"Nortwest of Sisters, 4 Miles",2,net,RLP,40,,
12742762,5/22/2018,843723,"Deschutes Co., Suttle Lake Lodge turnoff road",44.425539,-121.726205,,Ribes sanguineum,Suttle Lake Lodge turnoff road,1,net,RLP,41,,
12743040,5/22/2018,843723,"Deschutes Co., Above Suttle Lakes west end on Hwy #20",44.425276,-121.820776,,Vaccinium,Above Suttle Lakes West end on Hwy #20,3,net,RLP,42,,
12743307,5/22/2018,843723,"Deschutes Co., Above Suttle Lakes west end on Hwy #20",44.425276,-121.820776,,,Hwy #20 west of Suttle Lake about 8 miles,1,net,Rlp,43,,
12743563,5/22/2018,843723,"Deschutes Co., Above Suttle Lakes west end on Hwy #20",44.424453,-121.812195,,Ribes sanguineum,"Hwy. #20, Suttle lake, 7 miles west of",3,net,RLP,44,,
12743713,5/22/2018,843723,"Deschutes Co., West of Camp Sherman",44.456396,-121.66097,,,sveral miles west of Camp Sherman,1,net,RLP,45,,
12743904,5/22/2018,843723,"Deschutes Co., West of Camp Sherman",44.456396,-121.66097,,Lomatium dissectum,"Camp Sherman, several miles west",2,net,Rlp,46,,
12748186,5/23/2018,792468,"6297–6319 SE Whiteson Rd, Amity, OR, US",45.15327648,-123.1751524,,Heracleum maximum,"McMinnville, Whiteson Rd",2,net,Mol,140,,
12752929,5/23/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.6003635,-123.3176243,,Geranium oreganum,backyard,,net,EW,29,,
12753662,5/23/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59936994,-123.3153136,,Wyethia angustifolia,backyard,1,net,EW,30,,
12754470,5/23/2018,754260,"3334 NW Covey Run, Corvallis, OR 97330, USA",44.59901266,-123.3156872,,Dichelostemma congestum,backyard,2,net,EW,31,,
12777847,5/24/2018,792468,"2050 NE Lafayette Ave, McMinnville, OR, US",45.2238813,-123.1751922,,Rhododendron macrophyllum,McMinnville Yamhill County Extension,1,net,Mol,139,,
12778033,5/24/2018,792468,"2075 NE Lafayette Ave, McMinnville, OR, US",45.22382616,-123.1752438,,Ceanothus,McMinnville Yamhill Extension Service,2,net,Mol,140,,
